Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY2010 Budgeted Revenues,FY2010 Actual Revenues,FY2011 Budgeted Revenues,FY2011 Actual Revenues,FY2012 Budgeted Revenues,FY2012 Actual Revenues,FY2013 Budgeted Revenues,FY2013 Actual Revenues,FY 14 Budgeted Revenues,FY 14 Actual Revenues,FY 15 Budgeted Revenues,FY 15 Actual Revenues,FY 16 Budgeted Revenues,FY 16 Actual Revenues,FY 17 Budgeted Revenues,FY 17 Actual Revenues,FY18 Budgeted Revenues,FY 18 Actual Revenues,FY 19 Budgeted Revenues,FY 19 Actual Revenues,FY2020 Budgeted Revenues,FY2020 Actual Revenues
10101,GSD General,38,Health,38151121,HEA Turberculosis Elimination,406426,TennCare,0,-39.26,0,-1290.08,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11381.15,-700.00,-14946.12,-11000.00,-7526.79,-7500,-11972.41
10101,GSD General,38,Health,38151121,HEA Turberculosis Elimination,406120,Federal Medicare,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-439.17,0.00,-704.55,0,0
10101,GSD General,38,Health,38151121,HEA Turberculosis Elimination,407731,Primary Clinic Fee Individua,-12000,-10834,-12000,-10160,-12000,-11570,-12000,-9210,-12000.00,-3031.73,-4000.00,-1970.00,-4000.00,-1060.10,-4000.00,-1471.76,-1500.00,-260.88,-500.00,0.00,-500,0
10101,GSD General,38,Health,38151121,HEA Turberculosis Elimination,407732,Prmry Clnc-Insurance,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2728.26,0.00,-8152.92,-5000.00,0.00,-5000,-908.93
10101,GSD General,38,Health,38151131,HEA STD/HIV Prevent&Interventn,406426,TennCare,-30000,-56514.62,-30000,-59613.73,-30000,-66144.08,-30000,-25220.46,-30000.00,-67431.28,-30000.00,-45023.26,-50000.00,-48641.65,-40000.00,-46336.80,-40000.00,-24616.11,-40000.00,-23732.88,-25000,-15097.08
10101,GSD General,38,Health,38151131,HEA STD/HIV Prevent&Interventn,406120,Federal Medicare,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-433.03,0.00,-1295.89,0.00,-248.40,0,-3.67
10101,GSD General,38,Health,38151131,HEA STD/HIV Prevent&Interventn,407731,Primary Clinic Fee Individua,-40000,-47233.25,-40000,-44548.25,-40000,-45300.25,-40000,-45801,-40000.00,-47279.00,-40000.00,-41867.00,-45000.00,-46296.85,-45000.00,-54780.13,-45000.00,-54490.00,-45000.00,-53713.77,-60000,-38269.23
10101,GSD General,38,Health,38151131,HEA STD/HIV Prevent&Interventn,407732,Prmry Clnc-Insurance,0,0,0,0,0,0,0,-98.43,0.00,0.00,0.00,-535.24,0.00,-314.49,0.00,-4.00,0.00,-2307.67,0.00,0.00,0,0
10101,GSD General,38,Health,38151151,HEA Community Develop and Plan,409518,Other,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1800.00,0,0
10101,GSD General,38,Health,38151173,HEA Pharmacy,407739,BTC Prescription Co-Pymts,-15000,-22102,-15000,-18449,-15000,-43054,-15000,-53129.18,-15000.00,-15747.50,-15000.00,-48720.50,-15000.00,-46971.25,-15000.00,-62938.00,-15000.00,-42427.50,-25000.00,-53522.51,-25000,-16315.75
10101,GSD General,38,Health,38151181,HEA Health Care for Homeless,406426,TennCare,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-114.04,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151191,HEA Civil Srvc Med Exam Clinic,431150,Transfer Health Services,0,0,0,0,0,0,0,-337.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151201,HEA Air Quality,409300,Contribute-Group/Individual,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-1250
10101,GSD General,38,Health,38151201,HEA Air Quality,403315,Air Pollution Permit,0,0,0,0,0,-610,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151201,HEA Air Quality,407733,Vehicle Emission Test,-1947800,-1873207,-1848500,-1910565.1,-1858500,-1924047,-1900000,-1956807.5,-1900000.00,-1990995.50,-1900000.00,-2004264.50,-1900000.00,-2060456.50,-1900000.00,-2102258.00,-2000000.00,-2113435.50,-2103000.00,-2112372.00,-2103000,-1532300.5
10101,GSD General,38,Health,38151203,HEA Air Pollution,409300,Contribute-Group/Individual,-570000,-565916.72,-570000,-496789.57,-360000,-371586.84,-350000,-345421.96,-320000.00,-332278.04,-250000.00,-318161.58,0.00,-257381.88,0.00,-6795.68,0.00,-507.54,0.00,-11768.36,0,-11075.67
10101,GSD General,38,Health,38151203,HEA Air Pollution,431001,Transfer Operational,0,0,0,0,0,-8418.09,0,-57437,0.00,0.00,0.00,536.14,0.00,-31182.87,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151203,HEA Air Pollution,403315,Air Pollution Permit,-115000,-125786.77,-115000,-137862.06,-115000,-149150.13,-120000,-128810.46,-120000.00,-135010.41,-120000.00,-127203.79,-120000.00,-131266.77,-120000.00,-154481.40,-130000.00,-127713.19,-130000.00,-142312.66,-130000,-146499.45
10101,GSD General,38,Health,38151203,HEA Air Pollution,407733,Vehicle Emission Test,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-4315.00,0.00,-515.00,0.00,-500.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151203,HEA Air Pollution,404215,Title V Penalties,0,-12150,0,-11800,0,-14005.72,-20000,-3500,-2000.00,-15440.00,-2000.00,0.00,-5000.00,-27070.00,-5000.00,0.00,-5000.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151211,x-HEA  Food Protect Svcs,406401,TN Funded Programs,-136700,-102489.75,-148400,-222576,-148400,-117218.5,-148400,-127533,-148400.00,-174826.25,-148400.00,-113832.50,-148400.00,-113955.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151211,x-HEA  Food Protect Svcs,403328,Pet Dogs Outdoor Dining Permit,0,0,0,-560,0,-2385,0,-782.5,0.00,-680.00,0.00,-740.00,0.00,-220.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151211,x-HEA  Food Protect Svcs,404210,Civil Fines,-40000,-27770,-40000,-25360,-40000,-22245,-30000,-30815,-30000.00,-18710.00,-30000.00,-16531.00,-25000.00,-3225.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151211,x-HEA  Food Protect Svcs,407737,State Inspection,-745000,-840611.88,-745000,-916587.83,-745000,-242584.5,-745000,-793712.62,-745000.00,-833135.68,-745000.00,-893317.00,-745000.00,-1540654.35,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151211,x-HEA  Food Protect Svcs,407740,State Inspection-Summer Food,-5000,0,-5000,0,-5000,-10530,-5000,0,-5000.00,0.00,-5000.00,-5395.00,-5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151217,x-HEATitle V Air Pollution Prog,403315,Air Pollution Permit,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,-220000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151222,HEA Animal Services All Other,407601,Photostat & Microfilm,0,-14.85,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151222,HEA Animal Services All Other,403111,Pet Registration,-330000,-378993,-330000,-374558,-330000,-355855.1,-330000,-405190,-450000.00,-522984.90,-450000.00,-479231.77,-450000.00,-481658.30,-350000.00,-399432.00,-508000.00,-543499.50,-508000.00,-588816.00,-508000,-426100.2
10101,GSD General,38,Health,38151222,HEA Animal Services All Other,403329,Chicken Permit,0,0,0,0,0,-3050,-1300,-6175,-3700.00,-6725.00,-6800.00,-7400.00,-6800.00,-8070.00,-6800.00,-7725.00,-6800.00,-8426.00,-6800.00,-8025.00,-6800,-8125
10101,GSD General,38,Health,38151222,HEA Animal Services All Other,404003,Judgments Recovered,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-401.00,0.00,-16168.66,0,-1152.4
10101,GSD General,38,Health,38151222,HEA Animal Services All Other,404004,Offender Program Income,0,0,-11700,-390,0,-325,-500,0,-500.00,-1785.00,-500.00,-850.00,-1000.00,-1040.00,-1000.00,-1495.00,-1000.00,-325.00,-1000.00,-130.00,-1000,0
10101,GSD General,38,Health,38151222,HEA Animal Services All Other,407783,Impound/Boarding Fees,-186600,-154069.12,-186600,-140705.25,-186600,-131864.75,-186600,-146943.64,-186600.00,-137606.15,-186600.00,-91544.56,-138000.00,-88765.67,-138000.00,-58667.36,-50000.00,-53138.00,-50000.00,-28219.00,-50000,-21558
10101,GSD General,38,Health,38151224,HEA Engineering Svce Investiga,407601,Photostat & Microfilm,0,-2.1,0,0,0,0,0,0,0.00,-10.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151224,HEA Engineering Svce Investiga,407759,Engineering Fee,-30000,-20850,-53400,-32380.2,-30000,-29200,-30000,-29550,-30000.00,-32510.00,-30000.00,-41790.00,-30000.00,-41350.00,-23000.00,-52250.00,-26500.00,-48400.00,-31000.00,-55092.00,-31000,-52465
10101,GSD General,38,Health,38151232,x-HEAEnviron Monitor Public Fac,407601,Photostat & Microfilm,0,-8.35,0,0,0,0,0,-14.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151232,x-HEAEnviron Monitor Public Fac,404210,Civil Fines,0,-250,0,-50,0,-1255,0,-50,0.00,-1520.00,0.00,-250.00,-1000.00,-200.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151232,x-HEAEnviron Monitor Public Fac,407737,State Inspection,-320000,-231003.36,-320000,-847172.42,-320000,-41306,-320000,-502041.5,-320000.00,-429874.56,-320000.00,-283736.00,-320000.00,-455001.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151232,x-HEAEnviron Monitor Public Fac,403119,Tattoo License,-16500,-25774,-16500,-44585,-16500,-46010,-16500,-39725,-16500.00,-47130.00,-16500.00,-44565.00,-16500.00,-82850.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151232,x-HEAEnviron Monitor Public Fac,403314,Swimming Pool Permit,0,-10500,0,-4300,0,-4300,0,-3200,0.00,-4700.00,0.00,-5400.00,-4000.00,-3200.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151232,x-HEAEnviron Monitor Public Fac,404212,Tattoo Parlors-Civil Fine,0,-3853.96,0,-1750,0,-2175,-1000,-3510,-1000.00,-1850.00,-1000.00,-4275.00,-1000.00,-2725.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151233,HEA Food & Public Fac Protectn,406401,TN Funded Programs,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,-160400.00,-173205.00,-160400.00,-141259.00,-177500.00,-56737.50,-177500,-8542.5
10101,GSD General,38,Health,38151233,HEA Food & Public Fac Protectn,403328,Pet Dogs Outdoor Dining Permit,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,-600.00,-1180.00,-600.00,-2080.00,-1000.00,-1680.00,-1000,-1340
10101,GSD General,38,Health,38151233,HEA Food & Public Fac Protectn,404210,Civil Fines,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,-3500.00,-4500.00,-2500.00,-12580.00,-2500.00,-4150.00,-2500,-790
10101,GSD General,38,Health,38151233,HEA Food & Public Fac Protectn,407737,State Inspection,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,-1279100.00,-1222424.70,-1500000.00,-1690802.72,-1500000.00,-1536467.75,-1500000,-874160.12
10101,GSD General,38,Health,38151233,HEA Food & Public Fac Protectn,407740,State Inspection-Summer Food,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,-6600.00,-6565.00,-6600.00,-13130.00,-6600.00,-8260.00,-9000,-12490
10101,GSD General,38,Health,38151233,HEA Food & Public Fac Protectn,403119,Tattoo License,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,-16500.00,-51910.00,-16500.00,-46750.00,-45000.00,-34455.00,-45000,-20847
10101,GSD General,38,Health,38151233,HEA Food & Public Fac Protectn,403314,Swimming Pool Permit,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-680.00,0.00,-340.00,0.00,0.00,0,0
10101,GSD General,38,Health,38151233,HEA Food & Public Fac Protectn,404212,Tattoo Parlors-Civil Fine,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,-1000.00,-1425.00,-1000.00,-4000.00,-1000.00,-2975.00,-1000,-375
10101,GSD General,38,Health,38160410,HEA ALOB Finance,405471,Interest-MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38160410,HEA ALOB Finance,409518,Other,0,482.8,0,-34.84,0,-2992.95,0,-208.45,0.00,-36728.75,0.00,-3652.05,0.00,-60.00,0.00,-4821.42,0.00,-277.32,0.00,197089.58,0,-135.63
10101,GSD General,38,Health,38160410,HEA ALOB Finance,407601,Photostat & Microfilm,0,-20.85,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38160410,HEA ALOB Finance,404007,Return Check Fee,0,-20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,38,Health,38160610,HEA ALOB Records Mgmt Services,407627,Certificates-Vital Statistic,-461000,-474003.5,-461000,-468087.44,-390000,-476768.66,-390000,-501100,-370000.00,-497985.50,-325000.00,-504388.32,-375000.00,-873562.96,-851700.00,-844088.21,-851700.00,-790938.10,-650000.00,-857605.90,-650000,-870996.35
10101,GSD General,38,Health,38160610,HEA ALOB Records Mgmt Services,407651,Medical Reports,-7500,-2488.15,-3500,-2183.05,-5000,-1683.15,-5000,-2455.6,-5000.00,-2319.40,-10000.00,-27874.00,-25000.00,-1530.85,-10000.00,-1288.55,-10000.00,-692.40,-1000.00,-724.15,-1000,-1405
10101,GSD General,38,Health,38160610,HEA ALOB Records Mgmt Services,407727,Vital Statistics,0,0,0,0,0,15,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,39,Public Library,39101010,LIB Administrative Support,407601,Photostat & Microfilm,0,0,0,0,0,0,0,0,-68000.00,-90657.17,-85000.00,-96940.84,-90000.00,-103467.28,-95000.00,-112572.68,-95000.00,-108084.84,-95000.00,-105408.68,-95000,-81224.36
10101,GSD General,39,Public Library,39101010,LIB Administrative Support,407808,Facility Use Fee,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-125.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,39,Public Library,39101010,LIB Administrative Support,407815,Library Fees,0,0,0,0,0,0,0,0,-390000.00,-331923.56,-348500.00,-301998.72,-321000.00,-284216.16,-300000.00,-268598.72,-82200.00,-78240.37,-82200.00,-64515.19,-82200,-47398.05
10101,GSD General,39,Public Library,39101050,LIB Conference Center,407808,Facility Use Fee,0,0,0,0,0,0,0,0,-7800.00,-8816.25,-7800.00,-6652.50,-7800.00,-7208.50,-7000.00,-16400.00,-7000.00,0.00,0.00,0.00,0,0
10101,GSD General,39,Public Library,39101070,LIB Special Collections,409300,Contribute-Group/Individual,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1245.00,0.00,0.00,0,-15
10101,GSD General,39,Public Library,39101070,LIB Special Collections,407815,Library Fees,0,0,0,0,0,0,0,0,-6900.00,-3026.75,-6900.00,-2445.50,-6000.00,-1330.60,-2500.00,-5229.25,-2500.00,-2181.00,-2500.00,-381.73,-2500,-717.25
10101,GSD General,39,Public Library,39103401,LIB Archives,407815,Library Fees,0,0,0,0,0,0,0,0,-2700.00,-3250.45,-2700.00,-1338.50,-2700.00,-1111.00,-2500.00,-1123.00,-2500.00,-1093.10,-2500.00,-141.00,-2500,-1319.25
10101,GSD General,39,Public Library,39104011,x-LIB  Virtual Info Svcs Key,407601,Photostat & Microfilm,-43300,-64639.74,-43300,-80300.97,-58000,-80930.2,-68000,-84875.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,39,Public Library,39104020,x-LIB Local Hist & Coll Program,407815,Library Fees,3000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,39,Public Library,39104021,x-LIB  Local History Key,407815,Library Fees,-9600,-10214.8,-9600,-11592.85,-9600,-10707.61,-9600,-5991.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,39,Public Library,39104041,x-LIB  Lib Check Out Key,407815,Library Fees,-450500,-408933.39,-450500,-385764.24,-410000,-370576.61,-390000,-349956.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,39,Public Library,39104061,LIB Equal Access,407815,Library Fees,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-11
10101,GSD General,39,Public Library,39104101,x-LIB  Town Square Key,407808,Facility Use Fee,-7800,-10412.5,-7800,-5876.25,-7800,-12265,-7800,-9582.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,39,Public Library,39104121,LIB Nash After-Zones Alliance,409300,Contribute-Group/Individual,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-0.01
10101,GSD General,40,Parks,40101110,PAR Design/Construction Projec,408603,Gain(Loss) Equip/Other,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,0,-1
10101,GSD General,40,Parks,40101210,PAR Grass Mowing Sessions,407606,Garbage & Junk,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-97.10,0.00,-335.70,0.00,-4799.55,0.00,-877.02,0.00,-464.66,0,-297.3
10101,GSD General,40,Parks,40101220,PAR Facility Repair Sessions,408701,Insurance Recovery,0,-25.55,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-375.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40101220,PAR Facility Repair Sessions,408702,External Source Recovery,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-900.00,0.00,-3156.80,0.00,-1884.74,0.00,-2932.88,0.00,-1885.84,0,-1845.99
10101,GSD General,40,Parks,40101310,PAR Usage Permits,408702,External Source Recovery,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-37.24,0,0
10101,GSD General,40,Parks,40101310,PAR Usage Permits,408800,Rent,-13000,-9759,-10000,-5581.75,-5900,-8841.16,-12100,-13012.25,-12100.00,-9096.00,-8500.00,-14900.75,-15700.00,-17183.00,-18100.00,-16408.00,-25600.00,-24958.00,-25600.00,-24684.00,-25600,-25557
10101,GSD General,40,Parks,40101310,PAR Usage Permits,431001,Transfer Operational,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1628.42,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40101310,PAR Usage Permits,407808,Facility Use Fee,-173700,-293262.84,-315600,-352306.35,-317100,-412417.2,-351900,-487158.56,-347000.00,-547867.25,-482000.00,-457809.54,-520000.00,-635404.03,-596200.00,-683667.12,-635300.00,-712534.15,-665500.00,-703257.21,-715700,-447827.36
10101,GSD General,40,Parks,40101310,PAR Usage Permits,403103,Special Priv License,-5000,-5439,-5900,-5570,-5400,-5324,-5500,-6471,-5500.00,-6058.00,-6500.00,-6361.00,-6500.00,-7964.01,-6500.00,-5750.00,-7000.00,-4485.00,-6000.00,-5215.00,-4500,-4195
10101,GSD General,40,Parks,40101310,PAR Usage Permits,407654,Concessions,0,-1477.85,0,-14370.85,0,-499.7,0,0,0.00,-6169.00,0.00,-228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40101410,PAR Miles of Greenway Trails,405471,Interest-MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-3.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40101410,PAR Miles of Greenway Trails,405472,Unrealized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-4.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40101410,PAR Miles of Greenway Trails,405473,Realized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40103110,PAR Park Police Patrols,408702,External Source Recovery,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.68,0.00,0.00,0,0
10101,GSD General,40,Parks,40103110,PAR Park Police Patrols,406415,TN Cost Reimbursement,-13800,-13200,-13200,-13800,-13800,-12000,-12000,-12000,-12000.00,-11400.00,-13800.00,-11400.00,-13800.00,-10200.00,-12000.00,-10200.00,-12000.00,-10200.00,-12000.00,-10200.00,-13200,-14400
10101,GSD General,40,Parks,40104110,PAR Comm Ctr Drop-in Activitie,409514,Cost Reimbursement,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17893.28,0.00,-14133.33,0,-15580.03
10101,GSD General,40,Parks,40104110,PAR Comm Ctr Drop-in Activitie,407742,Staff Expense Reimbursement,0,0,0,-1073.92,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40104110,PAR Comm Ctr Drop-in Activitie,407654,Concessions,0,-2512.55,-1700,-3314,-1500,-1878.68,-3000,-11008.2,-3500.00,-3440.17,-2100.00,-4190.63,-4400.00,-14405.25,-5000.00,-29576.11,-16000.00,-24912.70,-40000.00,-24348.85,-30000,-19713.29
10101,GSD General,40,Parks,40104110,PAR Comm Ctr Drop-in Activitie,407801,Admissions,-95000,-139950.13,-225400,-140612.74,-235200,-171390.3,-200000,-219962.06,-240000.00,-181730.25,-353200.00,-235931.09,-287700.00,-300430.95,-387700.00,-342276.62,-467600.00,-276780.76,-467600.00,-311259.95,-400000,-204247.05
10101,GSD General,40,Parks,40104310,PAR Organized Sports Leagues,407808,Facility Use Fee,-38000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40104310,PAR Organized Sports Leagues,407803,Athletic Fees,-266000,-199415.05,-287000,-169042.26,-220000,-141638.05,-99300,-20360.6,-50000.00,-24196.00,-20000.00,-20837.50,-24000.00,-37817.50,-30000.00,-34964.67,-30000.00,-41990.89,-35000.00,-36493.00,-35000,-12312.5
10101,GSD General,40,Parks,40104410,PAR Special Events Metro,409514,Cost Reimbursement,0,0,0,-1179.6,0,-1504.8,0,-2700,0.00,-1987.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40104410,PAR Special Events Metro,407762,Host Fee,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,-400000.00,-739907.96,-450000.00,-782373.63,-700000.00,-696005.96,-700000.00,-815344.96,-700000,-490797.97
10101,GSD General,40,Parks,40104415,PAR After Hours Special Events,407808,Facility Use Fee,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-1020.00,0.00,-7378.00,-8000.00,-7842.50,-8000.00,-2700.00,-8000,-3375
10101,GSD General,40,Parks,40104415,PAR After Hours Special Events,407910,Staff Services,0,0,0,0,0,0,0,0,-343200.00,-396062.26,-343200.00,-530102.15,-316600.00,-574718.92,-532500.00,-711471.47,-570000.00,-744806.97,-570000.00,-862069.78,-680000,-635969.65
10101,GSD General,40,Parks,40106110,PAR Arts/History Classes,409514,Cost Reimbursement,0,0,0,0,0,0,0,0,0.00,-2041.20,0.00,-2857.20,0.00,-3073.20,0.00,-3073.20,-2400.00,-2401.20,-3000.00,0.00,0,-3081
10101,GSD General,40,Parks,40106110,PAR Arts/History Classes,407807,Workshop/Seminar Fees,-10000,-6800,-8600,-9090.25,-7500,-8892.46,-7000,-7823,-7500.00,-15687.20,-7900.00,-29237.00,-18000.00,-16839.40,-36000.00,0.00,-25000.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40106110,PAR Arts/History Classes,407808,Facility Use Fee,0,0,0,0,0,0,0,-585,0.00,-4957.50,0.00,-6332.50,-5400.00,-8345.00,-7500.00,-2790.00,0.00,-272.21,0.00,-817.97,0,-3113.83
10101,GSD General,40,Parks,40106110,PAR Arts/History Classes,407801,Admissions,0,0,-18500,0,-5500,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40106110,PAR Arts/History Classes,407655,Re-sale Inventory,0,-2048.56,0,-1676.05,0,-1609.09,0,-3805.04,0.00,-222.47,0.00,-3619.92,0.00,1929.87,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40106210,PAR Environmental Ed Prog,408701,Insurance Recovery,0,-11900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40106210,PAR Environmental Ed Prog,407762,Host Fee,0,0,0,0,0,0,0,0,0.00,-1586.05,0.00,0.00,0.00,-10994.41,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40106210,PAR Environmental Ed Prog,418129,Misc. Rebates,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-257.46,0.00,-1037.18,0.00,-850.41,0.00,-847.90,0.00,-756.03,0,-767.55
10101,GSD General,40,Parks,40106240,PAR Instructors,407807,Workshop/Seminar Fees,0,0,0,0,0,0,0,0,-456900.00,-330931.93,-456900.00,-446535.09,-456900.00,-519402.57,-474500.00,-466638.99,-520000.00,-399740.28,-520000.00,-395006.26,-520000,-237831.26
